animal_id,last_weight,last_weight_date
2961,61.0,2016-05-05 12:02:44.85
2962,117.0,2017-01-31 11:45:25.537
2963,72.0,2016-04-02 13:49:19.567
2964,125.0,2018-11-05 15:16:31.099
2965,69.0,2016-04-02 13:34:50.28
2966,162.0,2022-02-27 11:37:17.632
2967,"",
2968,91.5,2016-03-19 09:16:36.661
2969,81.0,2016-05-05 11:59:12.197
2970,91.0,2016-03-19 09:21:09.555
2971,90.5,2016-03-19 09:19:59.606
2972,135.0,2023-01-11 16:06:24.927
2973,180,2018-10-09 11:09:02.566
2974,"",
2975,165.0,2019-07-24 05:20:49.025
2976,139,2018-09-01 08:45:57.789
2977,79.0,2016-04-02 13:43:21.403
2978,81.0,2016-03-19 09:20:48.867
2979,125.0,2021-08-27 14:25:01.619
2980,89.5,2016-03-19 09:20:38.152
2981,"",
2982,70.5,2016-04-02 13:37:36.541
2983,82.5,2016-04-02 13:34:01.186
2985,127.0,2018-10-17 07:10:13.243
2986,123.0,2023-08-09 12:25:36.565
2987,80.5,2016-04-02 13:52:53.56
2988,149,2020-07-07 07:53:20.64
2989,87.0,2016-03-19 09:19:35.949
2990,152.0,2018-02-05 10:35:22.679
2991,100.0,2016-03-19 09:20:27.42
2992,77.5,2016-04-02 13:06:53.015
2993,"",
2994,119.0,2023-02-07 13:59:18.02
2995,98.5,2016-03-19 09:19:27.485
2996,75.0,2016-04-02 13:41:28.185
2997,76.0,2016-05-05 11:51:25.02
2998,70.0,2016-05-05 12:01:34.799
2999,130.0,2024-01-02 10:27:27.952
3000,125.0,2017-11-08 10:15:39.385
3001,74.0,2016-04-02 13:42:39.312
3002,104.0,2017-05-29 10:29:11.868
3003,77.0,2016-05-05 12:02:53.371
3004,112.0,2017-01-31 12:02:45.158
3005,117.0,2019-11-10 09:04:55.962
3006,131.0,2024-01-03 12:02:05.408
3007,117.0,2018-10-17 06:49:57.909
3008,109.0,2022-02-27 14:46:02.668
3009,121.0,2018-11-05 14:15:53.345
3010,68.5,2016-04-02 13:31:21.457
3011,74.0,2016-05-05 11:55:15.727
3012,80.5,2016-04-02 13:51:16.798
3013,106.0,2023-08-09 10:49:43.807
3014,151.0,2019-07-24 04:48:46.05
3015,131.0,2024-01-03 12:49:55.912
3016,76.5,2016-04-02 13:44:57.084
3017,93.0,2016-08-15 09:19:17.818
3018,"",
3019,138,2023-02-07 14:25:02.591
3020,133.0,2018-11-05 14:39:27.311
3021,83.5,2016-03-19 09:22:26.177
3022,170.0,2022-09-11 09:26:21.474
3023,76.0,2016-04-02 13:31:01.463
3024,131.0,2024-01-03 11:21:37.286
3025,84.5,2016-05-05 12:00:34.053
3026,107.0,2018-08-07 14:45:40.209
3027,85.5,2016-03-19 09:18:54.216
3029,88.5,2016-03-19 09:14:26.143
3030,90.5,2016-03-19 09:25:36.442
3031,85.5,2016-04-02 13:43:38.516
3032,95.0,2016-03-19 09:25:14.499
3033,146.0,2018-10-17 06:43:35.042
3034,130.0,2018-10-17 08:05:12.65
3035,124.0,2018-10-17 07:43:21.84
3036,80.0,2016-05-05 11:50:26.227
3037,78.5,2016-05-05 12:02:09.086
3038,110.0,2017-01-31 12:33:36.802
3039,182.0,2023-02-05 15:43:30.413
3040,146.0,2018-10-17 08:00:26.65
3041,120.0,2017-01-31 11:52:27.048
3042,162.0,2020-07-07 08:27:59.607
3043,117.0,2024-01-03 13:52:00.828
3044,129.0,2018-10-17 07:59:31.814
3045,74.0,2016-05-05 11:49:44.801
3046,109.0,2017-05-29 10:30:47.28
3047,63.0,2016-04-02 13:35:04.066
3048,134.0,2023-08-09 12:05:26.003
3049,169.0,2023-02-05 12:48:04.66
3050,59.0,2016-05-05 11:56:10.359
3051,63.0,2016-05-05 11:48:34.132
3052,86.0,2016-03-19 09:24:50.543
3053,80.5,2016-05-05 11:57:43.645
3054,82.0,2016-05-05 11:48:14.931
3055,68.0,2016-04-02 13:24:56.874
3056,78.5,2016-05-05 11:53:57.186
3057,65.5,2016-04-02 13:35:52.805
3058,90.0,2016-05-05 11:56:33.547
3059,87.5,2016-03-19 09:18:06.218
3060,69.5,2016-05-05 11:56:20.655
3061,108.0,2017-05-29 10:29:43.265
3062,121.0,2018-11-05 14:19:40.393
3063,129.0,2018-11-05 14:47:03.043
3064,125.0,2024-01-04 09:25:28.877
3065,59.5,2016-05-05 11:55:42.929
3066,62.5,2016-05-05 11:49:35.281
3067,117.0,2017-01-31 12:18:39.158
3068,111.0,2018-11-05 14:31:48.183
3069,122.0,2023-02-07 14:00:56.41
3076,"",
3077,190.0,2018-08-31 13:30:38.719
3078,162.0,2015-09-03 08:04:11.24
3079,183.0,2017-03-06 16:28:38.63
3080,111,2015-07-15 12:30:45.383
3081,184.0,2017-03-06 16:19:58.964
3082,145.0,2018-08-31 13:31:00.845
3083,93.5,2015-07-15 13:54:29.478
3084,148.0,2018-10-17 06:51:13.595
3085,85.0,2016-05-05 11:59:34.355
3086,118.0,2016-12-03 09:26:14.301
3087,125.0,2020-08-28 10:31:15.373
3088,134.0,2018-09-01 10:07:35.352
3089,104.0,2017-05-29 10:32:15.52
3090,58.5,2015-11-13 11:09:29.395
3091,106.0,2017-01-31 11:57:08.736
3092,86.0,2016-08-15 09:39:11.614
3093,47.5,2016-05-05 11:49:54.764
3094,60.0,2016-04-02 13:40:33.627
3095,102.0,2016-08-15 08:42:58.673
3096,"",
3097,84.0,2016-08-15 08:53:13.047
3098,58.5,2016-05-05 12:01:27.846
3099,143.0,2024-01-03 13:04:35.016
3100,119.0,2021-08-27 11:02:49.743
3101,83.5,2016-05-05 11:53:20.466
3102,108.0,2022-02-27 14:54:07.199
3103,98,2016-02-12 09:23:08.896
3104,123.0,2019-07-24 04:49:36.224
3105,145.0,2018-11-05 15:23:07.238
3106,87.5,2016-07-07 08:58:01.341
3107,61.0,2016-05-05 11:53:10.511
3108,113.0,2017-05-29 10:34:46.477
3109,87.5,2016-07-07 12:08:25.374
3110,114.0,2018-10-17 08:11:23.049
3111,76.5,2016-05-05 11:57:31.501
3112,63.5,2016-05-05 11:55:06.346
3113,"",
3114,71.0,2016-05-05 12:02:36.816
3115,112.0,2017-01-31 12:31:42.663
3116,182.0,2018-02-05 10:28:32.675
3117,80.5,2016-08-15 09:01:46.179
3118,55.0,2016-04-02 13:39:11.259
3119,53.0,2016-05-05 11:50:14.163
3120,62.5,2016-05-05 11:59:04.171
3121,71.5,2016-04-02 13:31:50.569
3122,69.5,2016-05-05 11:51:40.748
3123,53.0,2016-04-02 13:38:57.576
3124,103.0,2017-05-29 10:29:24.448
3125,63.0,2016-05-05 12:02:17.473
3126,67.5,2016-04-02 13:34:38.253
3127,117.0,2017-09-06 09:41:35.801
3128,60.0,2016-04-02 13:35:35.803
3129,59.5,2016-05-05 12:02:25.685
3130,57.0,2016-04-02 13:46:49.149
3131,114.0,2017-01-31 12:24:31.185
3132,97.5,2016-08-15 09:03:49.4
3133,150.0,2019-07-24 05:23:43.591
3134,58.0,2016-04-02 13:42:55.044
3135,76.0,2016-04-02 13:46:07.535
3136,73.5,2016-05-05 11:57:07.184
3137,59.0,2016-04-02 13:36:52.53
3138,56.5,2016-04-02 13:39:46.374
3139,108.0,2021-08-28 13:14:50.416
3140,116.0,2017-01-31 12:24:48.928
3141,76.5,2016-05-05 11:56:46.02
3142,72.5,2016-05-05 11:51:16.2
3143,152.0,2023-01-15 22:53:48.812
3144,51,2016-04-02 13:24:30.355
3145,146.0,2024-01-02 12:44:34.754
3147,111,2023-08-09 14:24:04.294
3148,120,2018-09-01 08:29:15.554
3150,178,2015-09-03 08:29:34.366
3156,145.0,2022-09-11 13:32:46.55
3157,125.0,2021-08-28 15:29:00.853
3158,109.0,2018-02-05 10:36:38.619
3159,119,2018-01-15 11:54:26.434
3160,115,2018-01-15 12:05:41.4
3161,121.0,2018-02-05 10:31:25.045
3162,121.0,2019-11-10 10:57:11.933
3163,122.0,2018-01-21 10:41:44.222
3164,105.0,2019-11-10 10:09:06.196
3165,102.0,2018-02-05 10:31:42.704
3166,106,2018-01-21 11:00:10.931
3167,102.0,2024-01-03 12:37:50.568
3168,112.0,2018-01-21 10:44:03.036
3169,92.0,2024-01-04 09:22:05.024
3170,125,2018-01-15 12:06:46.066
3171,107.0,2018-10-17 07:43:41.726
3172,139.0,2018-10-17 08:20:53.339
3173,122.0,2024-01-03 11:11:32.54
3174,111.0,2023-08-09 10:39:57.721
3175,120,2018-01-15 12:04:24.753
3176,132.0,2022-02-26 12:32:46.046
3177,111.0,2017-05-29 10:32:43.315
3178,116.0,2018-09-01 11:44:40.899
3179,118,2021-08-28 10:27:21.562
3180,93.0,2018-10-17 07:19:10.727
3181,121.0,2018-10-29 09:07:38.342
3182,185.0,2019-07-24 05:56:27.812
3183,102,2023-08-09 14:19:32.951
3184,93.5,2017-10-03 12:16:20.38
3185,107.0,2018-10-29 08:54:56.303
3186,131.0,2018-01-15 11:56:16.437
3187,117.0,2018-10-29 08:13:16.881
3188,105.0,2018-10-17 08:00:35.966
3189,111.0,2018-02-05 10:37:34.897
3190,107,2018-01-21 10:52:22.512
3191,120.0,2018-02-05 10:29:27.254
3192,117,2018-01-15 11:57:30.166
3193,83.6,2019-07-24 04:49:07.247
3194,"",
3195,126.0,2023-02-07 13:26:45.822
3196,119.0,2018-01-21 10:55:00.374
3197,105.0,2018-10-29 09:04:34.34
3198,116.0,2018-09-01 09:41:28.285
3199,108.0,2018-02-05 10:29:57.121
3200,129.0,2023-08-09 14:20:34.376
3201,144.0,2022-02-27 14:31:34.672
3202,117.0,2023-08-09 06:45:11.986
3203,124.0,2023-02-07 14:45:05.474
3204,114.0,2018-10-29 08:25:59.836
3205,119.0,2019-11-10 11:31:54.703
3206,111.0,2018-01-21 11:01:58.365
3207,127.0,2022-09-11 10:56:28.088
3208,111.0,2018-02-05 10:17:22.797
3209,109.0,2018-10-29 08:36:09.721
3210,92.5,2017-10-03 12:11:21.984
3211,127.0,2018-01-15 11:55:41.138
3212,130.0,2018-01-15 11:54:00.949
3213,108.0,2018-10-17 07:04:01.983
3214,117.0,2024-01-03 12:08:41.076
3215,125,2018-01-15 12:08:04.512
3216,124,2018-01-15 12:12:28.712
3217,101.0,2018-10-29 09:05:35.586
3218,131.0,2017-09-20 08:24:07.334
3219,91.5,2017-10-03 12:08:46.851
3220,125,2021-08-27 15:57:09.113
3221,112.0,2018-01-21 11:01:33.555
3222,98.0,2018-02-05 10:25:49.724
3223,120.0,2018-01-15 11:58:30.402
3224,116.0,2018-01-21 11:03:45.398
3225,"",
3226,123.0,2020-02-14 11:21:45.959
3227,122.0,2023-08-09 14:03:16.645
3228,121,2018-01-15 12:13:08.618
3229,124,2018-01-15 12:10:07.995
3230,113.0,2018-01-21 10:51:01.009
3231,120,2018-01-15 12:14:03.739
3232,116.0,2018-01-21 11:05:03.648
3233,107.0,2018-02-05 10:13:45.432
3234,"",
3235,120.0,2018-01-21 10:56:05.796
3236,118.0,2019-11-10 09:42:57.08
3237,112.0,2018-10-29 09:00:12.745
3238,128.0,2018-01-15 12:04:02.197
3239,35.5,2016-08-11 09:27:25.168
3240,98.6,2018-10-29 08:21:01.139
3241,105.0,2018-11-05 14:16:11.526
3242,102.0,2018-02-05 10:16:00.07
3243,110.0,2018-10-17 07:11:36.927
3244,114,2018-01-21 10:44:16.898
3245,140,2022-09-11 13:27:19.063
3246,106.0,2018-10-09 10:19:47.808
3247,120.0,2018-01-21 11:04:30.985
3248,112.0,2018-01-21 10:43:33.331
3249,124,2022-08-20 14:16:16.224
3250,116.0,2017-05-29 10:34:29.182
3251,"",
3252,81.0,2016-12-02 12:50:18.097
3253,116,2018-01-15 12:10:36.421
3254,104.0,2018-10-29 08:08:25.51
3255,110.0,2018-02-05 10:13:21.831
3256,100.0,2017-05-29 10:35:05.65
3257,120.0,2023-08-09 10:35:30.58
3258,109.0,2017-05-29 10:32:25.94
3259,121,2018-01-15 12:15:07.268
3260,115,2018-01-15 11:55:01.616
3261,124,2021-08-27 18:13:21.29
3262,94.0,2018-02-05 10:15:34.109
3263,119.0,2023-08-09 14:42:53.57
3264,108.0,2018-10-29 08:17:03.698
3265,119.0,2018-01-21 10:56:23.792
3266,108.0,2018-10-29 08:11:54.486
3267,139,2018-10-09 12:03:59.076
3268,119.0,2022-02-27 11:56:56.536
3269,120.0,2018-01-21 10:45:13.374
3270,138,2020-07-07 08:44:33.927
3271,113,2018-01-21 10:53:43.593
3272,113.0,2018-10-29 08:07:21.566
3273,122.0,2023-08-09 14:11:29.181
3274,"",
3275,108.0,2017-05-29 10:34:17.656
3276,96.0,2019-11-10 10:21:14.94
3277,108.0,2018-01-21 11:03:16.978
3278,122.0,2019-05-22 10:15:27.616
3279,116,2018-01-15 12:14:48.819
3280,118.0,2023-08-09 14:37:03.802
3281,132.0,2023-08-27 12:53:11.205
3282,123,2018-01-15 12:07:56.236
3283,107.0,2018-02-05 10:11:49.184
3284,121.0,2018-10-29 09:00:41.653
3285,123,2018-01-15 11:57:20.246
3286,111.0,2018-01-21 10:59:46.071
3287,115,2018-01-15 12:14:36.012
3288,123,2018-01-15 11:59:10.438
3289,118.0,2018-01-21 11:03:06.485
3290,95.0,2017-10-03 12:10:01.492
3291,110,2018-01-21 10:46:36.801
3292,111.0,2018-02-05 10:06:56.56
3293,119.0,2022-09-11 14:11:40.661
3294,126.0,2018-01-15 12:06:19.696
3295,81.5,2017-11-06 10:54:53.92
3296,"",
3297,137.0,2022-02-04 15:26:50.9
3298,123.0,2023-08-09 13:54:51.812
3299,113.0,2018-10-17 07:21:02.05
3300,131.0,2018-10-17 07:46:52.768
3301,121.0,2018-10-17 06:55:04.755
3302,120.0,2018-10-29 08:12:16.647
3303,115.0,2022-09-11 09:02:27.431
3304,114.0,2018-01-21 10:59:02.016
3305,116.0,2018-01-21 10:50:15.015
3306,109.0,2018-10-29 08:30:17.584
3307,94.5,2017-10-03 12:15:20.215
3308,138.0,2019-07-24 05:19:57.512
3309,125.0,2022-02-26 13:03:49.454
3310,124,2018-01-15 11:55:51.427
3311,125.0,2018-01-15 12:09:35.452
3312,134,2018-01-15 12:00:43.362
3313,100.0,2017-05-29 10:36:37.71
3314,108.0,2018-10-29 08:22:49.894
3315,110.0,2018-10-29 08:35:50.903
3316,118.0,2024-01-03 11:14:12.499
3317,109.0,2018-02-05 10:06:26.284
3318,83.8,2018-10-17 07:32:07.04
3319,112.0,2018-01-21 10:53:20.297
3320,115.0,2018-10-17 06:42:52.224
3321,120,2018-01-15 12:07:45.458
3322,"",
3323,"",
3324,127.0,2022-02-26 13:10:43.939
3325,114,2018-01-21 10:57:03.812
3326,111.0,2018-02-05 10:33:34.953
3327,"",
3328,109.0,2017-05-29 10:34:38.803
3329,130,2022-09-11 10:29:22.658
3330,97.0,2018-10-29 09:10:31.117
3331,167.0,2023-02-07 12:47:31.272
3332,118.0,2018-01-21 10:52:44.49
3333,110.0,2018-01-21 10:47:46.846
3334,105,2018-01-21 11:03:29.19
3335,112.0,2023-08-09 15:18:39.846
3336,128.0,2018-02-05 10:39:21.212
3337,96.5,2017-10-03 12:15:50.898
3338,71,2017-01-30 12:45:49.243
3339,122,2018-01-15 12:03:13.629
3340,94.0,2018-02-05 10:23:32.085
3341,103.0,2018-02-05 10:39:34.836
3342,145.0,2019-11-10 09:18:22.224
3343,112.0,2019-05-22 10:46:07.867
3344,113.0,2017-05-29 10:35:57.544
3345,120.0,2018-01-15 11:59:47.333
3346,113.0,2018-01-21 10:53:07.72
3347,108.0,2017-05-29 10:30:21.615
3348,105.0,2017-05-29 10:31:17.409
3349,111.0,2018-10-29 08:40:01.341
3350,110.0,2018-10-29 08:48:18.101
3351,"",
3352,119,2018-01-15 12:13:20.584
3353,116.0,2023-08-09 14:57:30.29
3354,92.0,2017-10-03 12:10:54.198
3355,102.0,2018-10-29 09:07:26.651
3356,119.0,2018-01-21 10:55:50.013
3357,61,2016-12-02 10:55:22.438
3358,131.0,2023-08-09 13:56:30.538
3359,"",
3360,116.0,2018-01-21 10:59:35.477
3361,122.0,2018-01-15 12:06:34.018
3362,114.0,2018-10-29 08:20:39.034
3363,123.0,2018-10-09 07:42:46.832
3364,153.0,2020-02-14 11:28:03.094
3365,160.0,2023-02-05 11:58:44.135
3366,118.0,2018-01-21 10:42:42.675
3367,96.6,2018-10-29 08:34:43.235
3368,89.0,2018-10-29 08:58:58.015
3369,112.0,2018-10-17 07:16:03.854
3370,107.0,2018-02-05 10:21:10.179
3371,111.0,2018-01-21 10:41:56.629
3372,109.0,2018-10-29 08:28:40.426
3373,134.0,2018-01-15 12:02:12.189
3374,141.0,2023-02-07 13:55:26.95
3375,108.0,2018-02-05 10:06:44.904
3376,128.0,2023-02-05 15:32:14.182
3377,126.0,2021-08-27 10:37:55.303
3378,112.0,2018-10-17 07:24:47.48
3379,28,2016-05-11 12:54:38.959
3380,112,2018-01-21 10:53:55.001
3381,122.0,2018-10-29 08:29:37.067
3382,80.5,2017-01-30 14:42:11.522
3383,159.0,2020-12-14 14:35:18.174
3384,129.0,2018-01-15 12:15:25.577
3385,143.0,2022-09-11 09:20:24.682
3386,102.0,2017-05-29 10:32:53.833
3387,105.0,2018-02-05 10:25:34.918
3388,113.0,2018-02-05 10:22:56.421
3389,139.0,2024-01-03 13:49:37.26
3390,134.0,2018-01-15 12:09:07.039
3391,133,2018-01-15 12:10:26.831
3392,109.0,2018-02-05 10:14:54.302
3393,106.0,2017-05-29 10:31:54.224
3394,132,2018-01-15 11:58:05.48
3395,31,2016-05-11 13:02:35.362
3396,99.0,2018-10-29 08:29:57.228
3397,113.0,2019-11-10 09:46:27.465
3398,122.0,2019-11-10 09:21:30.382
3399,121.0,2018-09-01 08:53:25.658
3400,112,2018-01-21 10:41:08.226
3401,115.0,2018-10-29 08:56:15.276
3402,109.0,2018-10-29 08:11:02.314
3403,132.0,2018-01-15 12:00:05.911
3404,113.0,2022-02-27 14:21:23.512
3405,123.0,2018-01-15 12:04:14.212
3406,170,2018-10-09 07:17:31.728
3407,105.0,2018-10-29 08:46:41.638
3408,113.0,2018-10-17 07:45:01.896
3409,162.0,2023-02-05 17:12:06.339
3410,121.0,2018-01-21 10:47:58.878
3411,102.0,2018-02-05 10:37:48.284
3412,100.0,2018-10-29 09:11:39.839
3413,102.0,2018-10-29 08:28:04.9
3414,98.0,2018-02-05 10:18:51.711
3415,96.5,2018-02-05 10:26:14.813
3416,115.0,2018-01-21 10:52:34.124
3417,97.0,2017-10-03 12:13:09.601
3418,100.0,2018-10-29 08:56:43.577
3419,110.0,2018-10-29 09:02:28.498
3420,135.0,2019-07-24 05:22:56.128
3421,107.0,2023-01-11 15:04:25.119
3422,153.0,2023-01-11 16:25:19.735
3423,130.0,2018-01-15 11:55:26.19
3424,117.0,2018-01-21 10:54:49.189
3425,107.0,2018-02-05 10:26:01.97
3426,109.0,2018-02-05 10:32:55.75
3427,103.0,2017-05-29 10:35:47.73
3428,110.0,2018-02-05 10:13:54.714
3429,125.0,2018-10-17 07:16:34.742
3430,130.0,2018-01-15 12:11:50.513
3431,119.0,2024-01-03 11:57:44.781
3432,115,2018-01-15 12:07:33.221
3433,115.0,2018-02-05 10:21:21.358
3434,129.0,2023-08-09 14:39:28.681
3435,111.0,2018-02-05 10:39:08.864
3436,105,2018-09-01 10:53:29.87
3437,119.0,2018-10-17 06:58:21.16
3438,"",
3439,91.4,2020-08-28 14:33:14.844
3440,102.0,2023-08-09 14:47:09.705
3441,123.0,2023-02-05 17:04:27.61
3442,140.0,2019-11-10 08:58:16.441
3443,120,2018-01-15 12:04:35.954
3444,141.0,2018-01-15 11:57:09.994
3445,113.0,2018-10-29 08:52:28.003
3446,109.0,2018-01-21 10:47:30.581
3447,111.0,2018-02-05 10:28:04.718
3448,118,2018-01-15 12:06:00.299
3449,"",
3450,117.0,2018-01-21 10:41:25.965
3451,107.0,2017-05-29 10:33:36.279
3452,97.6,2018-10-29 08:31:43.425
3453,142,2019-11-10 09:51:51.268
3454,114.0,2018-01-21 11:02:46.516
3455,123.0,2018-01-15 11:56:50.089
3456,124,2020-07-07 08:21:10.48
3457,96.8,2018-10-29 08:15:15.24
3458,122.0,2018-01-15 12:05:20.88
3459,135.0,2018-01-15 12:12:58.157
3460,114.0,2018-10-29 08:25:41.48
3461,107.0,2018-10-29 08:25:12.233
3462,123,2018-01-15 11:54:50.312
3463,92.5,2017-10-03 11:46:45.437
3464,111.0,2019-07-20 08:16:19.955
3465,105,2018-01-21 11:01:19.762
3466,117.0,2021-08-28 14:10:17.715
3467,156.0,2023-02-07 12:50:29.35
3468,114.0,2018-10-29 08:24:21.991
3469,104.0,2018-10-29 08:31:24.712
3470,110,2018-01-21 10:59:25.028
3471,113.0,2018-01-21 10:50:38.789
3472,126.0,2018-01-15 12:10:17.432
3473,101.0,2018-10-29 08:58:09.434
3474,112.0,2018-10-29 08:38:20.059
3475,110.0,2018-02-05 10:35:36.338
3476,148.0,2019-07-24 05:08:54.633
3477,128,2018-01-15 12:02:58.814
3478,"",
3479,129,2018-01-15 11:56:41.642
3480,140.0,2023-02-05 12:27:49.991
3481,114.0,2023-02-07 14:28:57.203
3482,158.0,2019-11-10 08:51:52.769
3483,121.0,2018-01-15 12:03:45.071
3484,111.0,2023-02-07 10:17:45.96
3485,95.2,2018-10-29 08:11:23.535
3486,104.0,2018-02-05 10:17:09.916
3487,105,2018-01-21 10:48:36.414
3488,121,2018-01-15 11:59:57.054
3489,116.0,2018-10-29 09:05:53.747
3490,172.0,2023-02-07 11:56:31.188
3491,158.0,2022-09-11 14:38:48.947
3492,113.0,2018-01-21 10:47:15.741
3493,130.0,2018-01-15 12:01:56.761
3494,124.0,2018-10-17 07:32:26.45
3495,116.0,2018-01-21 10:50:49.211
3496,116.0,2018-10-29 08:34:30.562
3497,92.0,2018-02-05 10:05:24.034
3498,132.0,2019-05-24 11:54:11.965
3499,148.0,2022-09-11 14:59:45.929
3500,119,2018-01-15 12:05:30.856
3501,65,2016-12-02 11:16:36.32
3502,163,2018-10-09 10:55:24.833
3503,108.0,2018-10-29 08:47:16.542
3504,108.0,2018-02-05 10:27:24.557
3505,116.0,2018-01-21 10:55:37.298
3506,105.0,2018-10-29 08:24:51.332
3507,113.0,2018-01-21 10:43:01.912
3508,102.0,2018-09-01 14:10:05.96
3509,"",
3510,118.0,2018-01-21 10:46:14.102
3511,129.0,2018-01-15 12:09:53.223
3512,119.0,2018-10-29 08:15:39.697
3513,139.0,2020-08-28 10:16:57.657
3514,110.0,2018-10-29 08:33:50.078
3515,141.0,2023-02-05 11:46:47.035
3516,99.5,2017-10-03 10:03:06.18
3517,125.0,2020-12-14 13:45:20.555
3518,103.0,2024-01-03 13:13:27.932
3519,108.0,2018-10-17 06:52:30.097
3520,112,2018-01-21 10:59:13.479
3521,135.0,2018-01-15 11:56:02.935
3522,106.0,2018-10-17 08:02:03.929
3523,147.0,2023-08-09 14:06:17.548
3524,131.0,2023-08-09 12:26:24.142
3525,113.0,2018-01-23 13:35:57.476
3526,111.0,2018-10-29 09:09:12.903
3527,96.8,2018-10-29 08:21:08.462
3528,113.0,2023-08-09 09:39:38.091
3529,118.0,2019-11-10 10:22:16.358
3530,108.0,2018-02-05 10:09:18.181
3531,133.0,2023-02-05 13:18:40.343
3532,123.0,2018-01-15 12:06:10.449
3534,108.0,2017-05-29 10:31:26.377
3535,151,2018-10-09 08:17:09.536
3536,151.0,2023-08-09 09:37:32.878
3537,81.5,2022-09-11 08:51:24.768
3538,111.0,2018-01-21 10:57:19.111
3539,114.0,2018-10-17 06:49:36.503
3540,135.0,2024-01-02 09:37:10.64
3541,108.0,2018-02-05 10:36:19.608
3542,139.0,2022-09-11 12:37:11.117
3543,116.0,2018-01-21 10:46:26.076
3544,112.0,2018-01-21 11:04:19.844
3545,108.0,2018-10-29 09:06:15.194
3546,139.0,2023-08-09 10:44:34.935
3547,123.0,2018-01-15 12:11:03.274
3548,99.5,2018-02-05 10:09:03.714
3549,126,2018-01-15 12:02:48.637
3550,101.0,2018-10-29 09:00:22.011
3551,125.0,2018-01-15 12:09:23.907
3552,125.0,2017-05-29 10:36:04.513
3553,145.0,2022-09-11 13:03:51.416
3554,105.0,2017-05-29 10:36:26.39
3555,117,2018-01-15 11:58:39.021
3556,107.0,2018-02-05 10:19:09.557
3557,98.5,2018-02-05 10:14:23.573
3558,124.0,2018-01-15 11:53:02.968
3559,121.0,2018-01-15 12:12:08.964
3560,147.0,2022-02-26 13:21:18.487
3561,116.0,2018-01-21 10:54:37.569
3562,123,2018-01-15 12:12:43.169
3563,115.0,2023-08-09 14:58:03.468
3564,94.5,2018-02-05 10:06:04.264
3565,143.0,2023-08-09 12:23:37.468
3566,157.0,2023-08-09 09:49:13.285
3567,117.0,2018-01-15 12:06:56.349
3568,116,2018-01-15 12:14:58.15
3569,104.0,2018-02-05 10:08:49.549
3570,178.0,2023-02-05 17:18:15.667
3571,165.0,2019-07-24 04:59:09.646
3572,114.0,2023-08-09 14:13:11.021
3573,114.0,2018-10-29 08:22:35.485
3574,120.0,2018-01-21 11:02:22.509
3575,122,2018-01-15 12:07:06.551
3576,105.0,2017-05-29 10:33:47.843
3577,92.0,2017-10-03 12:11:50.992
3578,57,2016-08-11 08:10:30.807
3579,107.0,2018-02-05 10:20:53.85
3580,97.0,2018-10-29 08:10:50.353
3581,103.0,2018-10-29 08:37:47.545
3582,122,2018-01-15 12:05:12.761
3583,121.0,2018-01-15 12:11:35.334
3584,127,2018-01-15 11:56:28.443
3585,109,2018-01-21 10:49:49.265
3586,112.0,2018-01-21 10:57:31.067
3587,107.0,2018-10-17 06:47:48.398
3588,111.0,2018-10-29 08:18:45.606
3589,117.0,2018-01-21 11:02:09.761
3590,90,2023-08-09 15:15:56.267
3591,126,2018-01-15 12:04:45.238
3592,108.0,2018-10-17 06:56:43.374
3593,116.0,2023-08-09 14:42:01.864
3594,121.0,2019-05-24 09:37:11.518
3595,122,2018-01-15 11:56:59.291
3596,177.0,2024-01-02 11:33:49.633
3597,111.0,2017-05-29 10:33:24.595
3598,127.0,2023-08-09 12:44:44.08
3599,104.0,2017-05-29 10:36:15.546
3600,109.0,2018-02-05 10:30:10.587
3601,150.0,2022-02-26 13:30:50.29
3602,115.0,2018-01-21 10:55:14.486
3603,108.0,2018-02-05 10:10:42.111
3604,111.0,2024-01-02 12:31:14.806
3605,103.0,2018-02-05 10:20:27.975
3606,105.0,2018-02-05 10:14:41.912
3607,173.0,2022-02-27 12:57:42.222
3608,121.0,2018-10-17 08:03:41.071
3609,167.0,2020-12-04 11:46:23.207
3610,147.0,2023-02-05 16:13:00.039
3611,111.0,2017-05-29 10:33:09.255
3612,135,2018-01-15 12:08:51.978
3613,117.0,2018-01-21 11:02:34.31
3614,120.0,2018-01-21 10:53:31.399
3615,141.0,2020-02-14 11:31:10.034
3616,218.0,2022-02-27 13:03:03.731
3617,121.0,2018-01-21 10:42:29.276
3618,126.0,2018-01-23 12:37:02.812
3619,107,2018-01-21 10:55:26.969
3620,130.0,2018-01-15 11:58:50.425
3621,121,2018-01-15 11:53:19.093
3622,116.0,2018-01-21 11:01:06.917
3623,140.0,2019-07-24 04:55:53.059
3624,133,2018-01-15 12:05:02.19
3625,130.0,2018-10-17 07:31:49.025
3626,117.0,2018-01-21 10:44:28.748
3627,133.0,2024-01-02 12:10:29.146
3628,129.0,2018-01-15 12:11:59.807
3629,"",
3630,153.0,2023-02-07 13:56:25.158
3631,125.0,2023-08-09 15:23:27.402
3632,112.0,2018-02-05 10:23:19.432
3633,115.0,2018-10-17 08:21:58.258
3634,107.0,2017-05-29 10:32:06.906
3635,132.0,2023-08-09 14:11:18.438
3636,109.0,2018-02-05 10:11:35.927
3637,104.0,2018-10-29 08:16:39.997
